,avg_weekly_mileage,avg_pace_km,avg_training_days,avg_fatigue_index,avg_consistency_index,avg_recovery_ratio
0,-1.326595268132816,-0.0014977538969282826,-1.0221715886715492,-0.5675377539627982,-1.6241913586796337,1.2133994244520594
1,-0.15186652452637903,-0.1461317766828534,-0.3323382432113623,-0.3296568936713577,0.14174856658308277,0.2019496167644306
2,-0.4764393866606759,-0.10908807163729085,-0.7253519166293799,-0.4653039832043561,-0.37580793530186696,0.7769898145862483
3,0.09228768334309358,-0.6453432500999516,-0.2752740083344941,-0.3553767575029254,0.0858666949440298,0.02638320723194167
4,-0.005040449568890565,-0.030381550192947956,-0.4268051089788735,-0.4000199159493293,0.4653141086234604,0.1852754047213352
5,-1.0479486499394042,-1.1570900098945571,-1.0633584149212536,-0.39453552945951864,-1.4867052560098364,1.8168871195047394
6,-0.5258207518929245,0.5795998010417804,-0.6069457930492825,-0.3780536685791273,0.028511973523310596,0.5569919114529336
7,-0.4942832782677288,-0.6934218502109881,-0.4383017862870099,-0.27523103082709255,0.34199681409392696,0.6254380349299217
8,-0.5507056082359083,-0.21436418984479,-0.5243555857882879,-0.3097082709249668,-0.33303684900678215,0.6267977993983542
9,1.7512531000951523,-0.3626806020671111,1.1855824787717306,0.6209551417598126,1.493590010215985,-1.3279856329180286
10,0.5808212334108944,-0.5919052473209443,0.3816722059892895,0.07185866523425488,0.9273430014953862,-0.5150212735458853
11,1.2405553889832663,-0.2218659022195254,0.8221001686977304,0.12695639404895534,0.7204638983557017,-1.1822357281876499
12,0.40870508936366023,-1.4007950596146241,0.330477789845442,-0.08174050419474357,0.34994918361599137,-0.6255653194568281
13,0.02271714419022296,0.964352729825829,-0.22821936491785025,-0.19902696693886157,0.94930848937106,0.39159622977454217
14,0.4213666937354987,0.6843698900966966,-0.027242853980136927,-0.22060037762963988,0.8663180804958641,-0.28215873224367294
15,-0.975789339987513,-0.46608252892177104,-0.5197628856060005,-0.4795172006015798,-1.237789799053833,0.45472583903284797
16,-0.07510008834028725,-0.9023290412321684,0.2771601380401244,-0.1594242826961731,-0.07837304853749075,-0.38059118420531146
17,0.706714190321414,-1.399313701894009,1.7280997478393199,1.0449892163544303,0.30407405532298376,-1.326671445172665
18,-0.14638994996093838,-0.6622987025336109,0.27048353202580233,0.0028676149308929297,0.46709391772430253,-0.21239508489890732
19,-0.972190513386833,-0.9623875384334641,-1.3513516078015408,-0.5786776646766996,-1.2746455501113478,1.8280232969933343
20,1.7876595757948233,-1.485708173444238,1.6282869101910429,1.2937901072919775,0.713615464437493,-1.465989517048315
21,-0.4010019253917905,-1.6811918700098607,-0.30081010282975706,-0.32594145685231585,-0.34048252603630186,0.1864058574218447
22,-1.0090450609386816,0.22493294768011096,-1.0903001734454965,-0.5080515596872309,-0.65472477971643,1.634340897652395
23,-0.9567291956781042,0.680982145071006,-0.8492659390383596,-0.5120028281136763,-0.8432092839523652,1.0486493515079913
24,0.8289826527380639,-0.5749956777338853,0.4279137321974305,-0.12894993639276486,0.7828162409993378,-0.8951957876060442
25,0.27378750017031744,-0.5660904716059134,0.3342761890749018,-0.20985358079185745,0.13734990197786764,-0.7545053197875315
26,0.2970866828940593,2.234034710365542,0.24338500208929065,-0.23772839606650742,0.257292384315699,-0.5954917480802203
27,0.06228815987982545,1.7899846323345372,0.2383865153958762,-0.3126099861070952,-0.5745400659443483,-0.7629567850607605
28,-0.2781699177081,1.3750157079257648,-0.3227181183256929,-0.3880985466012601,0.016106523648781675,0.14220901419192353
29,-0.5955880309952838,0.021289047945111154,-0.10841121813919177,-0.27836441872139467,-0.36732081326074817,0.023522113304449213
30,-0.37073292489533094,-0.05449452204413405,-0.5200086794944995,-0.42993019116425363,0.3698198446731813,0.38911641823873755
31,-0.1451403369253946,0.5215787940949673,-0.153777957594146,-0.289067649012871,0.24599433569462115,-0.09177279117799676
32,0.33961605573709036,0.8998423664742049,-0.26177400249154426,-0.2416455767244124,1.3971776956855366,0.3106749229917449
33,-0.42873154840525424,-0.27484649132939987,-0.39043380258585836,-0.3874762442435568,-0.3098185195930582,0.388765649084609
34,0.24398933271689954,1.1624375689962905,0.8029132700325333,0.08886090387626104,0.9389822406814023,-1.0074724469307987
35,1.712046212220006,-0.869998031006798,0.928974890730769,0.44107218600984555,2.2351146964909643,-1.1035886386755547
36,-0.09088336752965692,-0.9038869240901093,0.2161258372764752,-0.20229089199516673,0.5930875578401117,-0.39472914649859386
37,4.00613473659618,-2.289369448118167,3.6028144684935386,6.077890586786526,1.7656092759410886,-2.10178935937131
38,0.1859081801943274,0.039275857618889146,0.41611490156157255,-0.03101253184617926,0.008899420600719412,-0.5374746998513492
39,-0.07664021969313684,-0.6859041491202506,-0.40802474849701886,-0.3817268404857075,0.23352695030001921,0.15926161963346613
40,-0.3734076424829408,-0.5000762347462109,-0.6951543817566035,-0.4602184387917221,-0.2828842424493161,0.613260174979409
41,-0.3252938408528124,-0.26640583699667775,-0.6851784104147038,-0.45959313694373505,0.06555361569391052,0.7488746689318592
42,0.3350356805712881,1.2144526192182599,0.4221544085361278,-0.22013628271709298,0.05032694406419049,-1.0135864542961035
43,0.6484167223428811,-0.15499277509761544,0.558411578084022,-0.1342678337784638,-0.3041923142978397,-0.9922276638310916
44,-1.2753193693981193,0.3731452455536207,-0.9809775606686976,-0.5608158221306362,-1.5694144569860191,1.1791624807241763
45,-0.4685086559719576,-0.8937500065495346,-0.726776328651681,-0.4392251231972934,-0.2813920921928792,0.7030525837219733
46,1.2982026387877454,-0.16811141550345396,1.2888518813800223,0.7300827514853361,1.3956421839849806,-1.3714247799792274
47,-0.9274475038091893,-0.034476112975321604,-1.1994264906497831,-0.5678082155291077,-0.9422247121273207,1.4391409085027125
48,-0.16353420133054747,0.19586387590215304,-0.029886552422000254,-0.24316120759450596,0.14436215541590375,-0.13360633899600047
49,0.49081198926443065,-1.366790957548067,0.07756384704397687,-0.24652952382771495,-0.14411152505577218,-0.5859550435250859
50,0.0031068296541493117,-0.00526685251594526,0.11356436169337356,-0.3212456420384754,-0.10453713094249775,-0.4886787187081295
51,-0.5973970614129238,-0.03102066780227502,-0.9502878850517942,-0.5064431335410045,-0.32980822878201504,1.0893304828242192
52,1.8648658074518272,0.037564494115273954,1.692428092737983,1.5220358170650317,1.8684468409222317,-1.3427570348784132
53,0.03481514394282258,0.5789786914606841,-0.27026230657486067,-0.36086674945718483,0.4508133238278808,-0.037735813083361255
54,-0.7589552878435074,-0.5164539479582804,-1.07922927841973,-0.5373322467586937,-0.8499412138925562,1.3200456770274591
55,0.7285300370901636,-0.7662083847067411,0.5397658601458889,0.05845790588915938,0.17531365779226427,-0.8192423939212453
56,1.529256754843313,0.18062591285748844,1.9553956682079048,1.8231277282783998,1.4866845924270313,-1.5595113192454098
57,1.1312270002569582,-0.0900517602324133,0.3205808821458796,0.12442079472853726,1.6115172989149988,-0.5347499506723425
58,2.072310280051114,-1.2951699867026625,2.50878406987752,2.302323389096125,0.7794537384940803,-1.8165515433800974
59,-0.5824206490885024,-0.325341659456301,-0.6352985537052074,-0.4283054285041985,-0.43556093475197855,0.6817924569172266
60,0.4874872403167318,-0.9386795875503271,0.18379519994034507,-0.236547883327272,0.7719925645504548,-0.5919658810912384
61,0.6313355961095563,-0.12127984746360025,0.7622049099295678,0.8231450450481934,0.6785940656006249,-0.7321754536697064
62,0.4771227012495821,-0.7587718329529624,-0.3490852874181471,-0.2890818356725444,0.910728367376893,0.27125482568698356
